date,value,peak,drawdown
2016-01-22,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-25,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-26,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-27,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-28,12116.537209355776,19909.04736556146,-39.14054757680228
2016-01-29,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-01,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-02,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-03,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-04,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-05,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-08,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-09,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-10,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-11,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-12,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-16,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-17,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-18,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-19,12116.537209355776,19909.04736556146,-39.14054757680228
2016-02-22,12546.427750894707,19909.04736556146,-36.98127529397797
2016-02-23,12578.274016532576,19909.04736556146,-36.82131653224959
2016-02-24,12665.843465420188,19909.04736556146,-36.38146902332714
2016-02-25,12693.705543396094,19909.04736556146,-36.24152220686569
2016-02-26,12610.118336766312,19909.04736556146,-36.66136754197886
2016-02-29,12528.221686327082,19909.04736556146,-37.072721480394286
2016-03-01,13083.522705223693,19909.04736556146,-34.28353218017108
2016-03-02,13159.42362012866,19909.04736556146,-33.90229387423255
2016-03-03,13043.570913270603,19909.04736556146,-34.48420372019764
2016-03-04,13003.620094019578,19909.04736556146,-34.68487037449539
2016-03-07,12919.7274589411,19909.04736556146,-35.10624982845959
2016-03-08,12684.024239734099,19909.04736556146,-36.29014986586027
2016-03-09,12676.036410368852,19909.04736556146,-36.330271470970644
2016-03-10,12656.059055339208,19909.04736556146,-36.43061456957716
2016-03-11,12871.785892218631,19909.04736556146,-35.34705274505418
2016-03-14,12903.74401859408,19909.04736556146,-35.186532124510926
2016-03-15,12839.82582043905,19909.04736556146,-35.50758313705508
2016-03-16,13223.344736389887,19909.04736556146,-33.581228204501926
2016-03-17,13111.484971512387,19909.04736556146,-34.14308213364066
